name,denomination,address
First Baptist Church Of Leon Springs,Baptist,"24133 BOERNE STAGE RD, SAN ANTONIO, TX 78255-9517"
Western Hills Christian Church,Christian / General,"8535 HUEBNER RD, SAN ANTONIO, TX 78240-1804"
Faith Assembly Of God,,"8023 HUEBNER RD, SAN ANTONIO, TX 78240-2206"
Prospect Hill Church Of God,Church of God,"1806 SAUNDERS AVE, SAN ANTONIO, TX 78207-4230"
Maranatha Baptist Church Of Bexar County Texas,Baptist,"PO BOX 29291, SAN ANTONIO, TX 78229-0291"
Echoes Of Truth Full Gospel Church,,"139 DENVER BLVD, SAN ANTONIO, TX 78210-1839"
St Mark The Evangelist Catholic Church,Catholic,"1602 THOUSAND OAKS DR, SAN ANTONIO, TX 78232-2338"
Saint Andrews Episcopal Church Of San Antonio,Episcopal,"6110 NW LOOP 410, SAN ANTONIO, TX 78238-3305"
Friends Of Israel Messianic Church,,"6936 SAN PEDRO, SAN ANTONIO, TX 78216-6205"
Chapel Of The Way Inc,,"7231 MARBLE CREEK DR, SAN ANTONIO, TX 78238-2721"
The Guadalupe Baptist Theological Seminary,Baptist,"PO BOX 200104, SAN ANTONIO, TX 78220-0104"
Believers Bible Fellowship,Christian / General,"5059 LANCELOT DR, SAN ANTONIO, TX 78218-2739"
Chrysalis Ministries,Christian / General,"509 SAN PEDRO AVE, SAN ANTONIO, TX 78212-5076"
Alamo Heights United Methodist Church Foundation Inc,Methodist,"825 E BASSE RD, SAN ANTONIO, TX 78209-1832"
University Baptist Church San Antonio,Baptist,"6465 BABCOCK RD, SAN ANTONIO, TX 78249-2955"
Divine Science Church Of Today,,"PO BOX 591475, SAN ANTONIO, TX 78259-0123"
San Antonio Pecan Valley Foursquare Church,,"3302 E SOUTHCROSS BLVD, SAN ANTONIO, TX 78223-1922"
Ariel Ministries,Christian / General,"11926 RADIUM ST, SAN ANTONIO, TX 78216-2713"
Sherman Chapel Ame Church,,"8326 MEADOW FOREST ST, SAN ANTONIO, TX 78251-2307"
Hope Lutheran Day Care Center,Lutheran,"5714 CALLAGHAN RD, SAN ANTONIO, TX 78228-1101"
Madison Hills Baptist Church,Baptist,"15413 OCONNOR RD, SAN ANTONIO, TX 78247-1702"
Camelot Christian Center Of The Assemblies Of God,Christian / General,"7620 RAY BON DR, SAN ANTONIO, TX 78218-2800"
Believers Fellowship Of San Antonio,Christian / General,"13714 LOOKOUT RD, SAN ANTONIO, TX 78233-4518"
Christian Assistance Ministry Inc,Christian / General,"110 MCCULLOUGH AVE, SAN ANTONIO, TX 78215-1829"
Church Of The Lord Jesus Christ,,"6134 BIRCH VALLEY DR, SAN ANTONIO, TX 78242-1510"
Calvary Chapel Incorporated,,"PO BOX 6780, SAN ANTONIO, TX 78209-0780"
Spiritual Church Of Innerlight,,"223 WEST MAYFIELD, SAN ANTONIO, TX 78221-1204"
Northwest Church Of Christ Of San Antonio Texas,Church of Christ,"9681 W LOOP 1604 N, SAN ANTONIO, TX 78254-5303"
Life Family Church,,"9226 PROCLAMATION DR, SAN ANTONIO, TX 78240-2841"
St Josephs Roman Catholic Benevolent Cemetary Care Fund,Catholic,"420 E CESAR E CHAVEZ BLVD, SAN ANTONIO, TX 78204-1310"
La Iglesia Del Senor Inc-The Church Of The Lord Inc,,"3502 WEST AVE, SAN ANTONIO, TX 78213-3600"
Southeast San Antonio Cooperative Presbyterian Ministry,Presbyterian,"1602 GOLIAD RD, SAN ANTONIO, TX 78223-2722"
Primera Iglesia Cristiana De San Antonio Un Nuevo Comienzo,,"PO BOX 33651, SAN ANTONIO, TX 78265-3651"
Calvary Baptist Church,Baptist,"6142 FM 78, SAN ANTONIO, TX 78244-1032"
Antioch Missionary Baptist Church,Baptist,"1001 N WALTERS, SAN ANTONIO, TX 78202-2555"
St Anthony The Great Orthodox Church,Orthodox,"103 CAROLINA ST, SAN ANTONIO, TX 78210-1509"
All Is Possible Chapel Inc,,"126 CHICKERING AVE, SAN ANTONIO, TX 78210-5648"
Templo Gozo Nuevo Inc,,"3311 S FLORES ST, SAN ANTONIO, TX 78204-2806"
Shavano Baptist Church San Antonio,Baptist,"5047 DE ZAVALA RD, SAN ANTONIO, TX 78249-2024"
St Anthonys Anglican Catholic Church,Catholic,"47 PECAN VALLEY CIR, SAN ANTONIO, TX 78223-1671"
Westridge Park First Baptistchurch,Baptist,"522 SW 42ND ST, SAN ANTONIO, TX 78237-2211"
Church Of The Good Shepherd Orthodox Order Of St Benedict In A,Orthodox,"517 BURNET, SAN ANTONIO, TX 78202-1940"
Shepherd Of The Hills Lutheran School,Lutheran,"6914 WURZBACH RD, SAN ANTONIO, TX 78240-3832"
Rolling Oaks Christian Church,Christian / General,"13777 JUDSON RD STE 110, SAN ANTONIO, TX 78233-4552"
First Mexican Baptist Church,Baptist,"201 MEREDITH DR, SAN ANTONIO, TX 78228-3231"
Church Of Natural Hygienic Living,,"815 S BROWNLEAF ST, SAN ANTONIO, TX 78227-1258"
Bethesda Church Inc,,"527 MENEFEE BLVD, SAN ANTONIO, TX 78207-7835"
Discipleship Tape Ministries Inc,Christian / General,"PO BOX 782256, SAN ANTONIO, TX 78278-2256"
Church Of The Holy Spirit,,"11093 BANDERA RD, SAN ANTONIO, TX 78250-6814"
Seedtime & Harvest Ministries Inc,Christian / General,"8635 CALLAGHAN RD, SAN ANTONIO, TX 78230-4429"
Harmony Baptist Church,Baptist,"12088 OLD CORPUS CHRISTI HWY, SAN ANTONIO, TX 78223-9314"
Atonement Lutheran Church,Lutheran,"735 CEDARHURST DR, SAN ANTONIO, TX 78227-4429"
Christ Redeemer Church,,"16875 JONES MALTSBERGER RD, SAN ANTONIO, TX 78247-2807"
Non-Denominational Temple Of Christ,,"115 CONNELLY STREET, SAN ANTONIO, TX 78203-1705"
St Philips Episcopal Church,Episcopal,"1310 PECAN VALLEY DR, SAN ANTONIO, TX 78210-3416"
Bethany Missionary Baptist Church,Baptist,"153 LAWTON ST, SAN ANTONIO, TX 78237-3245"
Catholic Life Insurance - 47 Taylor,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Kingdom Life Fellowship,Christian / General,"PO BOX 65057, SAN ANTONIO, TX 78265-5057"
Calvary Temple Assembly Of God Church,,"14335 OCONNOR RD, SAN ANTONIO, TX 78247-1815"
Woodlake Baptist Church,Baptist,"6980 WOODLAKE CLUB DR, SAN ANTONIO, TX 78244-1307"
Calvary Fellowship,Christian / General,"381 E RAMSEY RD, SAN ANTONIO, TX 78216-4636"
El Salvador Assembly Of God,,"201 ODELL ST, SAN ANTONIO, TX 78212-1649"
Church Of God Of Prophecy,Church of God,"718 W PYRON AVE, SAN ANTONIO, TX 78221-1213"
El Sendero De La Cruz Assembly Of God,,"5408 DAUGHTRY DR, SAN ANTONIO, TX 78238-1957"
Greater Corinth Baptist Church,Baptist,"500 S NEW BRAUNFELS AVE, SAN ANTONIO, TX 78203-1739"
Oasis Of Life Church,,"PO BOX 37252, SAN ANTONIO, TX 78237-0252"
Our Lady Of Fatima Roman Catholic Chapel,Catholic,"2203 GREENCREST DR, SAN ANTONIO, TX 78213-4443"
St Margarets Episcopal Church,Episcopal,"5310 STAHL RD, SAN ANTONIO, TX 78247-1522"
The Transformation Place Worship Center,,"903 S PALMETTO AVE, SAN ANTONIO, TX 78210-2037"
First Assembly Of God,,"13435 WEST AVE, SAN ANTONIO, TX 78216-2006"
Born Again Temple Inc,,"3802 W SALINAS ST, SAN ANTONIO, TX 78207-2719"
Crown Of Life Lutheran Church,Lutheran,"19291 STONE OAK PKWY, SAN ANTONIO, TX 78258-3254"
Northeast Baptist Church,Baptist,"2930 MACARTHUR VW, SAN ANTONIO, TX 78217-4506"
San Antonio Metropolitan Ministry Inc,Christian / General,"1919 NW LOOP 410 STE 100A, SAN ANTONIO, TX 78213-2307"
La Trinidad Assemblies Of God Church,,"PO BOX 100141, SAN ANTONIO, TX 78201-1441"
Abiding Presence Lutheran Church,Lutheran,"14700 SAN PEDRO AVE, SAN ANTONIO, TX 78232-4352"
Las Misione District Of The Rio Texas Conference United Methodist,Methodist,"16400 HUEBNER RD, SAN ANTONIO, TX 78248-1693"
Expect A Miracle Church,,"2707 DAY CRK, SAN ANTONIO, TX 78251-2374"
Jefferson United Methodist Church Foundation Inc,Methodist,"423 S HAMILTON ST, SAN ANTONIO, TX 78207-4739"
Rehoboth Temple No 2 Church Of Our Lord Jesus Christ,,"407 CRESWELL DR, SAN ANTONIO, TX 78220-2607"
Bellaire Church Of Christ,Church of Christ,"BOX 21327, SAN ANTONIO, TX 78221-0327"
Christian Methodist Episcopal Church,Methodist,"817 IOWA ST, SAN ANTONIO, TX 78203-1609"
Iglesia Bethel Ministries Inc,Christian / General,"8916 CHILMARK PATH, SAN ANTONIO, TX 78263-2007"
Hindu Temple Of San Antonio,,"4831 WESLEYAN ST, SAN ANTONIO, TX 78249-1753"
Mount Gilead Baptist Church,Baptist,"1319 E CROCKETT ST, SAN ANTONIO, TX 78202-2906"
San Antonio Christian Church,Christian / General,"6487 WHITBY RD, SAN ANTONIO, TX 78240-2131"
Armenian Church Of San Antonio,,"13807 LAUREL HOLLOW, SAN ANTONIO, TX 78232-5410"
Word Of Life Bible Church,,"5430 SCHERTZ RD # 32, SAN ANTONIO, TX 78233-6023"
Wayside Chapel Evangelical Free Church,Protestant / Evangelical,"1705 NW LOOP 410, SAN ANTONIO, TX 78213-2423"
Lilly Of The Valley Missionary Baptist Church,Baptist,"134 CARDIFF AVE, SAN ANTONIO, TX 78220-1307"
Catholic Center For Charismatic Renewal,Catholic,"1707 S FLORES ST, SAN ANTONIO, TX 78204-1926"
Northwest Assembly Of God,,"2714 HUNTERS GREEN ST, SAN ANTONIO, TX 78231-1613"
Mt Sinai Baptist Church,Baptist,"2157 BURNET ST, SAN ANTONIO, TX 78202-2602"
New Testament Apostolic Church Incorporated,Apostolic,"147 DOOLITTLE ST, SAN ANTONIO, TX 78211-4107"
Nehemiah House Fellowship Ministry,Christian / General,"2222 RIVAS ST, SAN ANTONIO, TX 78228-6442"
Summit Christian Center,Christian / General,"2575 MARSHALL ROAD, SAN ANTONIO, TX 78259-1608"
Christian Bible Fellowship,Christian / General,"2119 FORT DONELSON DR, SAN ANTONIO, TX 78245-2009"
River City Living Church,,"702 DONALDSON AVE, SAN ANTONIO, TX 78201-4851"
Taiwanese Christian Church Of San Antonio,Christian / General,"4223 TALL ELM WOODS, SAN ANTONIO, TX 78249-2037"
Hope Center Church,,"4545 N LOOP 1604 W, SAN ANTONIO, TX 78249-1318"
Grace First Baptist Church,Baptist,"2514 OBSERVATION DR, SAN ANTONIO, TX 78227-3323"
Anointed Word Ministries Inc,Christian / General,"PO BOX 190009, SAN ANTONIO, TX 78220-7000"
Redeeming Life Church,,"26707 SAGITARIUS LN, SAN ANTONIO, TX 78260-2226"
St Anthony Catholic School,Catholic,"205 W HUISACHE AVE, SAN ANTONIO, TX 78212-2909"
Northwest Community Evangelical Free Church,Protestant / Evangelical,"8900 GUILBEAU RD, SAN ANTONIO, TX 78250-2650"
Iglesia Bautista La Gracia Of San Antonio Texas,,"524 RUIZ ST, SAN ANTONIO, TX 78207-1751"
New Life Assembly Ministries,Christian / General,"9965 KRIEWALD RD, SAN ANTONIO, TX 78245-2704"
Church Of The Revivist,,"PO BOX 17255, SAN ANTONIO, TX 78217-0255"
Templo Puerto Del Cielo Inc,,"139 H ST, SAN ANTONIO, TX 78210-2626"
The Church In San Antonio Inc,,"6193 BABCOCK RD, SAN ANTONIO, TX 78240-2511"
Japanese Bible Church Inc,,"2369 BENRUS BLVD, SAN ANTONIO, TX 78228-2353"
Fellowship Bible Church Of San Antonio,Christian / General,"8603 HUEBNER RD, SAN ANTONIO, TX 78240-1806"
Church Of Christ,Church of Christ,"5860 US HIGHWAY 87 E, SAN ANTONIO, TX 78222-1609"
The Truthseekers Universal Spiritualist Church Of San Antonio,,"10523 POSTHOUSE CIR, SAN ANTONIO, TX 78216-3724"
Bible Faith Christian Church,Christian / General,"12019 GRAPEVINE ST, SAN ANTONIO, TX 78245-3321"
St Anthony The Great Coptic Orthodox Church Of San Antonio,Orthodox,"PO BOX 13100, SAN ANTONIO, TX 78213-0100"
Air Force Village Protestant Church,,"4917 RAVENSWOOD DR, SAN ANTONIO, TX 78227-4320"
Star Of Hope Ministries,Christian / General,"6900 N VANDIVER RD APT H104, SAN ANTONIO, TX 78209-4323"
Mckinley Avenue United Methodist Church Foundation Inc,Methodist,"2926 S PRESA ST, SAN ANTONIO, TX 78210-3916"
Emmanuel Baptist Church,Baptist,"891 YUCCA ST, SAN ANTONIO, TX 78220-4242"
Dhammabucha Buddist Temple Of San Antonio,,"6201 SAWYER RD, SAN ANTONIO, TX 78238-2206"
The Shady Oaks Church Of Christ,Church of Christ,"25340 HWY 281 SOUTH, SAN ANTONIO, TX 78264-9212"
Church Of Christ Bible Chair And Student Center San Antonio College,Church of Christ,"301 W DEWEY PL, SAN ANTONIO, TX 78212-3931"
Visitation House Ministries,Christian / General,"830 W MULBERRY AVE, SAN ANTONIO, TX 78212-3261"
El Templo Cristiano Assembly Of God,,"2304 EI PASO ST, SAN ANTONIO, TX 78207-0000"
Christian Fellowship Church Of,Christian / General,"10814 MOUNT IDA, SAN ANTONIO, TX 78213-1741"
St Joseph Catholic School,Catholic,"535 NEW LAREDO HWY, SAN ANTONIO, TX 78211-0000"
Air Force Village Ii Protestant Church,,"5100 JOHN D RYAN BLVD, SAN ANTONIO, TX 78245-3527"
Templo Armonia Cristiana Church,,"2611 ARBOR PL, SAN ANTONIO, TX 78228-6409"
Abundant Life Church,,"5626 RANDOLPH BLVD STE 1, SAN ANTONIO, TX 78233-6191"
Alamo City Christian Fellowship Church,Christian / General,"6434 IH35 N, SAN ANTONIO, TX 78218-4405"
Word Of Faith Church Of San Antonio,,"3130 CATO BLVD, SAN ANTONIO, TX 78223-3706"
New Life Christian Ministry Inc,Christian / General,"6610 WEST US HWY 90, SAN ANTONIO, TX 78227-3702"
San Antonio Christ Fellowship,Christian / General,"6331 FOREST VLG, SAN ANTONIO, TX 78250-4070"
St Andrew Lutheran Church,Lutheran,"16320 HUEBNER RD, SAN ANTONIO, TX 78248-1690"
Church Of Acts Ministries,Christian / General,"9965 KRIEWALD RD, SAN ANTONIO, TX 78245-2704"
Full Gospel Korean Church Of San Antonio Assembly Of God Inc,,"2359 AUSTIN HWY, SAN ANTONIO, TX 78218-1982"
Congregation Church Od God Seventh Day,,"4619 DIETRICH RD 4-C, SAN ANTONIO, TX 78219-2823"
Faith Presbyterian Church,Presbyterian,"1307 BLANCO WOODS ST, SAN ANTONIO, TX 78248-1402"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Catholic Life Insurance - 67 Sw San Antonio,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Harvest City Church,,"4906 STAHL RD, SAN ANTONIO, TX 78217-1116"
City South Church Of The Assemblies Of God,,"503 MOURSUND BLVD, SAN ANTONIO, TX 78221-3938"
Spiritual Church Of The Open Doors,,"5446 ROOSEVELT AVE, SAN ANTONIO, TX 78214-3226"
Greater Ball Tabernacle A M F Church Inc,,"PO BOX 20082, SAN ANTONIO, TX 78220-0000"
Abundant Life Christian Church,Christian / General,"300 W QUILL DR, SAN ANTONIO, TX 78228-3815"
Redeeming Love Church,,"373 FENWICK DR, SAN ANTONIO, TX 78239-2420"
Graves Memorial I M E Church,,"1606 HAYS ST, SAN ANTONIO, TX 78202-1534"
Village Parkway Baptist Church Inc,Baptist,"3002 VILLAGE PKWY, SAN ANTONIO, TX 78251-1829"
Eastwood Community Missionary Baptist Church,Baptist,"207 UPLAND RD, SAN ANTONIO, TX 78220-1656"
Life Center Christian Fellowship,Christian / General,"12140 W US HIGHWAY 90, SAN ANTONIO, TX 78245-3633"
Westover Hills Assembly Of God,,"9340 WESTOVER HILLS BLVD, SAN ANTONIO, TX 78251-2703"
Ways Of Christ Church,,"1125 S ZARZAMORA ST, SAN ANTONIO, TX 78207-5853"
Hope Of Life Christian Church,Christian / General,"1424 SAN FERNANDO ST, SAN ANTONIO, TX 78207-5529"
Communion Chapel,,"5719 MOBUD ST, SAN ANTONIO, TX 78238-1820"
Redeeming Grace Christian Church,Christian / General,"4500 N FOSTER RD, SAN ANTONIO, TX 78244-1499"
Four Winds Ministries Of Texas Inc,Christian / General,"16614 WORTHINGTON, SAN ANTONIO, TX 78248-2212"
Fountains Of Living Water Christian Fellowship Inc,Christian / General,"PO BOX 291008, SAN ANTONIO, TX 78229-1608"
City Of Refuge Christian Fellowship,Christian / General,"1201 AUSTIN HWY 200, SAN ANTONIO, TX 78209-4858"
Alamo Heights United Methodist Church,Methodist,"825 E BASSE RD, SAN ANTONIO, TX 78209-1832"
Iglesia Pentecostes Cristo El Agua De Vida,,"231 KOEHLER CT, SAN ANTONIO, TX 78223-2523"
Community Bible Church,,"2477 N 1604 EAST, SAN ANTONIO, TX 78232-0000"
Make It Clear Ministries,Christian / General,"9810 SCENIC HILLS DR, SAN ANTONIO, TX 78255-3408"
Oasis Of Life City Fellowship Inc,Christian / General,"PO BOX 691683, SAN ANTONIO, TX 78269-1683"
New Beginnings Ministries Church Of God,Church of God,"2711 E COMMERCE ST, SAN ANTONIO, TX 78203-2111"
New Livingway House Of Prayer Christian Church,Christian / General,"2911 GUNSMOKE, SAN ANTONIO, TX 78227-4031"
R M Sanchez Ministries Inc,Christian / General,"5655 CARY GRANT DR, SAN ANTONIO, TX 78240-2423"
San Antonio Community Church,,"1222 COUNTRY PATH, SAN ANTONIO, TX 78216-2346"
Ekklasia Baptist Assembly,Baptist,"6130 ELM, SAN ANTONIO, TX 78242-1522"
Southeast Assembly Of God,,"347 HERMITAGE CT, SAN ANTONIO, TX 78223-2041"
Upon This Rock Ministries,Christian / General,"8826 TIMBER WALK, SAN ANTONIO, TX 78250-4133"
New Beginning Christian Church,Christian / General,"6703 WALNUT LAKE DR, SAN ANTONIO, TX 78244-1652"
Family Life Christian Church,Christian / General,"5814 RITTIMAN PLZ, SAN ANTONIO, TX 78218-5231"
Baptist University Of The Americas,Baptist,"2418 W ANSLEY BLVD, SAN ANTONIO, TX 78224-1438"
Church Of Reconciliation,,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
Mission Point Christian Church,Christian / General,"PO BOX 47789, SAN ANTONIO, TX 78265-8789"
Jesus Christ Lives Church,,"6639 TAHOKA ST, SAN ANTONIO, TX 78227-3022"
San Antonio Church Inc,,"PO BOX 461308, SAN ANTONIO, TX 78246-1308"
Mark Jones Ministries Inc,Christian / General,"11202 DISCO, SAN ANTONIO, TX 78216-2860"
Walter Dub Jones Ministries Inc,Christian / General,"13923 BROOK HOLLOW BLVD, SAN ANTONIO, TX 78232-4703"
Yeshuas Messianic Fellowship,Christian / General,"5002 PELICAN LN, SAN ANTONIO, TX 78217-1228"
Rose Of Sharon Christian Church,Christian / General,"1060 DONALDSON AVE, SAN ANTONIO, TX 78228-5159"
Catholic Life Insurance - 50 Corn Hill,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Beth Simcha Messianic Synagogue,Jewish,"PO BOX 690981, SAN ANTONIO, TX 78269-0981"
Bob And Sylvia Greiner Ministries Incorporated,Christian / General,"16734 HENDERSON PASS, SAN ANTONIO, TX 78232-3236"
Hosanna Assembly Of God,,"PO BOX 761835, SAN ANTONIO, TX 78245-6835"
Congregation Of Divine Providence Inc,,"603 SW 24TH ST, SAN ANTONIO, TX 78207-4621"
Spirit Of Life Lutheran Church,Lutheran,"1060 DONALDSON AVE, SAN ANTONIO, TX 78228-5159"
The Turning Point Fellowship,Christian / General,"5730 MOBUD ST, SAN ANTONIO, TX 78238-1819"
Rudy Guerra Ministries Inc,Christian / General,"PO BOX 380226, SAN ANTONIO, TX 78268-7226"
Iglesia-Misian Bautista Cristo Jesus Peniel Inc,,"501 S HACKBERRY, SAN ANTONIO, TX 78203-1251"
Bandera Road Community Church,,"9355 BANDERA RD STE 124, SAN ANTONIO, TX 78250-2566"
Elevate Ministries,Christian / General,"130 SAIPAN PL, SAN ANTONIO, TX 78221-2927"
Wise Builder Ministry,Christian / General,"PO BOX 240875, SAN ANTONIO, TX 78224-0875"
Springs Fellowship,Christian / General,"21732 HYPERWOOD, SAN ANTONIO, TX 78259-0000"
East Commerce Church Of Christ,Church of Christ,"2706 E COMMERCE ST, SAN ANTONIO, TX 78203-2112"
Calvary Christian Center,Christian / General,"138 CABOT ST, SAN ANTONIO, TX 78213-4411"
Grace Tabernacle Ph Church,,"PO BOX 10238, SAN ANTONIO, TX 78210-0238"
Iglesia Calvario,,"PO BOX 37141, SAN ANTONIO, TX 78237-0141"
Northside Bible Church,,"11865 1 H-10 WEST NO 600, SAN ANTONIO, TX 78230-0000"
Ministry Of Life Fellowship And Ministries Inc,Christian / General,"6537 KITCHENER ST, SAN ANTONIO, TX 78240-2503"
Church On The Rock-San Antonio Inc,,"8308 FREDERICKSBURG RD, SAN ANTONIO, TX 78229-3316"
Ministries Of The Gospel Of Jesus Christ,Christian / General,"PO BOX 14619, SAN ANTONIO, TX 78214-0619"
St Martin And St Rose Polish National Catholic Church,Catholic,"1007 W THEO AVE, SAN ANTONIO, TX 78225-1849"
Christ In Us Ministries,Christian / General,"672 GILLETTE BLVD, SAN ANTONIO, TX 78221-3721"
United Latin Ministries Inc,Christian / General,"4818 FORTUNA, SAN ANTONIO, TX 78237-1053"
The Kings Mission Fellowship Church Inc,Christian / General,"610 MOURSUND BLVD, SAN ANTONIO, TX 78221-3939"
Ministerio Manantial De Agua Viva Fountain Of Living Water Ministry,Christian / General,"6819 FAIRGROVE ST, SAN ANTONIO, TX 78227-2028"
Grissom Road Church Of Christ,Church of Christ,"5470 LOST LANE, SAN ANTONIO, TX 78238-0000"
Monte Calvario Baptist Church,Baptist,"2300 BASSE RD, SAN ANTONIO, TX 78213-4505"
Christ The King Mercian Orthodox Catholic Church,Catholic,"1254 W MALONE AVE, SAN ANTONIO, TX 78225-1835"
Sunset Ridge Church Of Christ Foundation,Church of Christ,"95 BREES BLVD, SAN ANTONIO, TX 78209-4001"
First Baptist Church Of San Antonio Foundation Inc,Baptist,"515 MCCULLOUGH, SAN ANTONIO, TX 78215-2105"
Re-Formed Congregation Of The Goddess Inc,,"PO BOX 120131, SAN ANTONIO, TX 78212-9331"
Mccauley Avenue Baptist Church,Baptist,"714 MCCAULEY BLVD, SAN ANTONIO, TX 78221-1333"
Unity Church-Northeast,,"PO BOX 33292, SAN ANTONIO, TX 78265-3292"
El Shaddai-Rock Of Ages Church,,"906 PEABODY AVE, SAN ANTONIO, TX 78211-2842"
Church Of Christ Of San Antonio N E,Church of Christ,"14210 SUSANCREST DR, SAN ANTONIO, TX 78232-4742"
Iglesia Communidad Cristiana De San Antonio Inc,,"PO BOX 100784, SAN ANTONIO, TX 78201-8784"
Pv Ministries Inc,Christian / General,"5210 EBONY, SAN ANTONIO, TX 78228-2716"
One Flesh Ministry,Christian / General,"7902 FLOWER TRL, SAN ANTONIO, TX 78244-2222"
Redemption Baptist Church,Baptist,"2122 RUIZ ST, SAN ANTONIO, TX 78207-2017"
Destiny Ministries Of San Antonio Texas,Christian / General,"14080 NACOGDOCHES RD STE 151, SAN ANTONIO, TX 78247-1944"
Castle Hills First Baptist School,Baptist,"2216 NW MILITARY HWY, SAN ANTONIO, TX 78213-1815"
St Lukes Lutheran Health Ministries Inc,Lutheran,"PO BOX 6101, SAN ANTONIO, TX 78209-0101"
Word Of God Church Of San Antonio,,"202 BLAZE AVE, SAN ANTONIO, TX 78218-2526"
Band Parents Of Winston Churchill High School Inc,,"PO BOX 791765, SAN ANTONIO, TX 78279-1765"
Fortress Church Of San Antonio,,"7760 PRUE RD, SAN ANTONIO, TX 78249-4103"
Sion Church Asambleas De Dios,,"131 HAZEL ST, SAN ANTONIO, TX 78207-7044"
San Antonio Baptist Church,Baptist,"6043 ROYAL CRK, SAN ANTONIO, TX 78239-1615"
Iglesia Bautista Betania En San Antonio,,"606 KAREN LN, SAN ANTONIO, TX 78218-4226"
Temple Of God,,"1307 DIVISION AVE, SAN ANTONIO, TX 78225-2535"
Lutheran High School Association Of San Antonio,Lutheran,"18104 BABCOCK RD, SAN ANTONIO, TX 78255-2211"
Victory Gospel Chapel Inc,,"1603 MONTANA ST, SAN ANTONIO, TX 78203-1931"
Christ Gospel Holiness Church Inc,,"4139 E HOUSTON ST APT 16B, SAN ANTONIO, TX 78220-1521"
Metropolitan Community Church Of San Antonio,,"611 E MYRTLE ST, SAN ANTONIO, TX 78212-4054"
Southern Baptists Of Texas Convention Inc,Baptist,"2928 MACARTHUR VW, SAN ANTONIO, TX 78217-4506"
St Leos Church,,"919 PLEASANTON RD, SAN ANTONIO, TX 78214-1657"
Iglesia Biblica El Camino Iel,,"5719 MOBUD ST, SAN ANTONIO, TX 78238-1820"
United Church Of God - San Antonio,Church of God,"PO BOX 34424, SAN ANTONIO, TX 78265-4424"
Sangha-Bucha Buddhist Temple,,"6201 SAWYER RD, SAN ANTONIO, TX 78238-2206"
Vineyard Christian Fellowship Of San Antonio Incorporated,Christian / General,"7700 TEZEL RD, SAN ANTONIO, TX 78250-3001"
Childrens Church Of God,Church of God,"505 W QUINCY ST, SAN ANTONIO, TX 78212-5147"
Glorious Pentecostal Church,Pentecostal,"PO BOX 276369, SAN ANTONIO, TX 78227-6369"
New Peace Fellowship Incorporated,Christian / General,"5555 TIMBER HILL NO 3, SAN ANTONIO, TX 78250-4208"
New Birth Church Of God In Christ,Church of God,"479 FERRIS AVE, SAN ANTONIO, TX 78220-2313"
Anointed Word Bible Church Of San Antonio Inc,,"3220 NORTHWESTERN, SAN ANTONIO, TX 78238-4043"
City Christian Fellowship Church,Christian / General,"623 LOCKHILL SELMA RD STE 110, SAN ANTONIO, TX 78216-5041"
San Antonio Chinese Church,,"7031 WURZBACH RD, SAN ANTONIO, TX 78240-3835"
Westlawn United Methodist Church,Methodist,"122 S SAN MANUEL ST, SAN ANTONIO, TX 78237-2051"
Robert Wilson Ministries,Christian / General,"14410 WATERMILL, SAN ANTONIO, TX 78217-6410"
Mission City Fellowship,Christian / General,"11108 BAXTERSHIRE, SAN ANTONIO, TX 78254-1024"
Believers Christian Center Inc,Christian / General,"1440 S WW WHITE RD, SAN ANTONIO, TX 78220-3430"
New Jerusalem Missionary Baptist Church,Baptist,"629 BURNET ST, SAN ANTONIO, TX 78202-1943"
Lion Of Judah Christian Church,Christian / General,"826 W MAYFIELD BLVD, SAN ANTONIO, TX 78211-0000"
Church Of The Living God Temple 2,,"PO BOX 201881, SAN ANTONIO, TX 78220-8881"
International Pentecostal Holiness Church,Pentecostal,"227 SHADY RILL, SAN ANTONIO, TX 78213-2927"
Dominion Church Of San Antonio,,"24891 BOERNE STAGE RD, SAN ANTONIO, TX 78255-9564"
New Hope United Church Of God Seventh Day,Church of God,"13875 HIGGINS RD, SAN ANTONIO, TX 78217-1292"
Oasis Ministry,Christian / General,"14122 KINT CIRCLE ST, SAN ANTONIO, TX 78247-3166"
Calvary Chapel North San Antonio,,"7410 BLANCO RD STE 390, SAN ANTONIO, TX 78216-4363"
Evidence Ministries,Christian / General,"PO BOX 690371, SAN ANTONIO, TX 78269-0371"
Miracle Center Ministries Inc,Christian / General,"3751 COMMERCIAL AVE, SAN ANTONIO, TX 78221-3118"
Arc Catholics,Catholic,"7400 CRESTWAY RD APT 928, SAN ANTONIO, TX 78239-3086"
Galvan Revival Church,,"2731 IRWIN DR, SAN ANTONIO, TX 78222-1327"
Iglesia Bautista Fundamental Agape,,"4131 BRETTON RDG, SAN ANTONIO, TX 78217-4209"
