name,denomination,address,phone,website,matched,match_detail
Discovery Church Of The Assemblies Of God,,"242 COUNTRY LN, CIBOLO, TX 78108-3932",(210) 317-0309,https://www.discoverylife.org/,yes,"Discovery Church — 242 Country Ln, Cibolo, TX 78108, USA"
Corazon Ministries Inc,Christian / General,"126 GONZALES ST STE 200, SAN ANTONIO, TX 78205-4402",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Corazon San Antonio"" — 504 Ave E, San Antonio, TX 78215, USA"
Grace Church Of San Antonio,,"239 N LOOP 1604 W, SAN ANTONIO, TX 78232-1027",(210) 920-5433,http://gracesanantonio.com/,yes,"Grace San Antonio Church — 6401 Bandera Rd, San Antonio, TX 78238, USA"
Christ Is Life Ministries,Christian / General,"212 WINDSOR DR, BOERNE, TX 78006-3565",(214) 924-0391,,yes,"Christ Is Life Ministries — 212, Windsor Dr, Boerne, TX 78006, USA"
Living Word Christian Center Inc,Christian / General,"2029 PRIMROSE LN, SCHERTZ, TX 78154-3024",(210) 794-4803,,yes,"Living Word Christian Center SA — 5403 Jackwood Dr, San Antonio, TX 78238, USA"
Iron Sharpens Iron Ministries Inc,Christian / General,"7800 W INTERSTATE 10 STE 505, SAN ANTONIO, TX 78230-4723",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Iron Sharpens Iron Ministry"" — 1514 W Olmos Dr, San Antonio, TX 78201, USA"
Living Word World Ministries,Christian / General,"3802 CROSSETTE DR, SAN ANTONIO, TX 78228-2005",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Living Word Apostolic Center"" — 3800 Northwest Loop 410 Ste 101, San Antonio, TX 78229, USA"
Hope House Ministries,Christian / General,"430 N CHERRY ST, SAN ANTONIO, TX 78202-2211",(210) 251-4348,http://www.wegivehopesa.org/,yes,"Hope House Ministries — 430 N Cherry St, San Antonio, TX 78202, USA"
Confraternidad De Iglesias Cristianas Hispana Usa,,"5642 MONTEREY ST, SAN ANTONIO, TX 78237-1884",(210) 771-2160,http://www.confraternidadusa.org/,yes,"Confraternidad de Iglesias Cristianas USA — 5642 Monterey St, San Antonio, TX 78237, USA"
St George Indian Orthodox Church,Orthodox,"PO BOX 692174, SAN ANTONIO, TX 78269-2174",(248) 688-2122,http://www.stgeorgesanantonio.com/,yes,"St. George Indian Orthodox Church — 8645 Abe Lincoln Rd, San Antonio, TX 78240, USA"
His Greater Works Ministry,Christian / General,"3122 CLEARFIELD DR, SAN ANTONIO, TX 78230-3414",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Greater Works Ministries Church - SA"" — 7042 Alamo Downs Pkwy #350, San Antonio, TX 78238, USA"
All Nations Church-Onnuri At San Antonio,,"1250 HOLBROOK, SAN ANTONIO, TX 78218-3327",(210) 653-2270,http://onnurisa.com/,yes,"All Nations Church - San Antonio — 1250 Holbrook Rd, San Antonio, TX 78218, USA"
Church Of Living God The Pillar And Ground Of The Truth Of Richmond,,"7307 BIRCH STAGE, SAN ANTONIO, TX 78244-2341",,,no,"no confident match (wrong state). top result: ""The Church of The Living God, The Pillar and Ground of the Truth, inc."" — 8368 W Balloon Ln, Crystal River, FL 34428, USA"
Sword Of Truth Church Of God And Christ,Church of God,"4444 WALZEM RD STE 201, SAN ANTONIO, TX 78218-2043",,,no,"no confident match (wrong state). top result: ""Sword-Truth Outreach Ministries"" — 3203 W Palmetto St, Florence, SC 29501, USA"
Light Shine Ministries,Christian / General,"30444 FM 3009, NEW BRAUNFELS, TX 78132-2630",(830) 438-8483,,yes,"Light Shine Ministries — 2295 Bulverde Rd, Bulverde, TX 78163, USA"
Journey Church San Antonio,,"12758 CIMARRON PATH, SAN ANTONIO, TX 78249-3426",(210) 877-9045,https://journeychurchsa.com/,yes,"Journey Church San Antonio — 12758 Cimarron Path Ste. 112B, San Antonio, TX 78249, USA"
Grace International Churches And Ministries Inc,Christian / General,"251 ALTITUDE DR, SAN ANTONIO, TX 78227-3305",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Great Grace International Christian Center"" — 15315 Capital Prt Dr, San Antonio, TX 78249, USA"
Gathering Of His Grace Church Inc,,"102 SPRINGVALE DR, SAN ANTONIO, TX 78227-4448",(210) 562-3676,,yes,"Gathering of His Grace Church — 7121 W US Hwy 90 #7155, San Antonio, TX 78227, USA"
Sion Romanian Baptist Church,Baptist,"5047 DE ZAVALA RD, SAN ANTONIO, TX 78249-2024",(210) 995-7822,https://sites.google.com/view/sionromanian-baptistchurch/home,yes,"Sion Romanian Baptist Church — 5047 De Zavala Rd, San Antonio, TX 78249, USA"
Bringing In The Sheep Ministries Inc,Christian / General,"200 PEALE CT, CIBOLO, TX 78108-4211",,,no,"no Places results for: Bringing In The Sheep Ministries Inc, CIBOLO, TX"
Davila Family Ministries,Christian / General,"10715 RIVERA CV, SAN ANTONIO, TX 78249-3918",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Family Life International Minstries"" — 5814 Rittiman Plaza, San Antonio, TX 78218, USA"
Christ Healing Center Ministries,Christian / General,"PO BOX 12778, SAN ANTONIO, TX 78212-0778",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""ONE"" — 8023 Vantage Dr Ste 200, San Antonio, TX 78230, USA"
My Fathers House Church Inc,,"PO BOX 34313, SAN ANTONIO, TX 78265-4313",(210) 626-8993,,yes,"My Fathers House Church — 10700 Nacogdoches Rd # 2, San Antonio, TX 78217, USA"
Elisa Riebeling Ministries Inc,Christian / General,"PO BOX 681252, SAN ANTONIO, TX 78268-1252",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Revive Ministries San Antonio Church"" — 303 W Ramsey Rd, San Antonio, TX 78216, USA"
Goulet Ministries Inc,Christian / General,"2902 AXIS VIEW, BOERNE, TX 78006-0000",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""God Will Provide"" — 28703 Frontage Rd, Boerne, TX 78006, USA"
Soul Harvest Church,,"102 WOLEY DR, SAN ANTONIO, TX 78228-5931",(210) 392-1335,http://www.soulharvestchurch.com/,yes,"Soul Harvest Church — 5800 Culebra Rd, San Antonio, TX 78228, USA"
Radiance Ministries,Christian / General,"822 LONE WOLF TRL, SAN ANTONIO, TX 78232-2756",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Mission City Church – Central"" — 2220 NW Military Hwy, San Antonio, TX 78213, USA"
Calvary Chapel Solid Rock,,"8235 AGORA PKWY STE 111-564, SELMA, TX 78154-1334",(210) 236-8356,http://www.calvarysr.org/,yes,"Calvary Chapel Solid Rock — 17018 Silverwood Dr, San Antonio, TX 78232, USA"
Shiloah Covenant Church,,"PO BOX 18481, SAN ANTONIO, TX 78218-0481",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Shiloh Temple of San Antonio"" — 16322 Huebner Rd, San Antonio, TX 78248, USA"
Church On The Rise,,"3908 HABERSHAM, SCHERTZ, TX 78154-2925",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Schertz Church of Christ"" — 501 Schertz Pkwy, Schertz, TX 78154, USA"
Cedar Gap Family Church,,"13903 DOVE HOLLOW DR, SAN ANTONIO, TX 78232-5402",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Christian Family Church San Antonio"" — 3607 N Loop 1604 E, San Antonio, TX 78247, USA"
Church Of Christ At New Braunfels,Church of Christ,"PO BOX 310064, NEW BRAUNFELS, TX 78131-0064",(830) 625-3520,http://www.nbchurchfamily.org/,yes,"New Braunfels Church of Christ — 1665 S Business IH 35, New Braunfels, TX 78130, USA"
Renew Ministries,Christian / General,"2240 FM 725, NEW BRAUNFELS, TX 78130-9506",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Redemptive Grace Ministries"" — 2240 FM725, New Braunfels, TX 78130, USA"
Nineteen Ten Church,,"130 FM 1376, BOERNE, TX 78006-5917",(830) 249-1217,http://www.1910church.com/,yes,"nineteen:ten church — 130 Sisterdale Rd, Boerne, TX 78006, USA"
Greater Love Ministries Inc,Christian / General,"1534 PECK AVE, SAN ANTONIO, TX 78210-3322",(726) 219-6527,https://www.greaterlovesa.com/,yes,"Greater Love — 10942 Wye Dr #200, San Antonio, TX 78217, USA"
New Life Presbyterian Church,Presbyterian,"6311 KINGS CROWN ST, SAN ANTONIO, TX 78233-4714",(210) 362-1100,http://www.newlifechurchsa.com/,yes,"New Life Church — 1240 Holbrook Rd, San Antonio, TX 78218, USA"
Uganda Tree Of Life Ministries Inc,Christian / General,"PO BOX 132, BOERNE, TX 78006-0132",,,no,"no Places results for: Uganda Tree Of Life Ministries Inc, BOERNE, TX"
Chapter Three Ministries,Christian / General,"PO BOX 690152, SAN ANTONIO, TX 78269-0152",(210) 824-6499,,yes,"Chapter Three Ministries — San Antonio, TX 78209, USA"
Bethany Romanian Pentecostal Church,Pentecostal,"26347 BOERNE STAGE RD, BOERNE, TX 78006-8435",(210) 437-2669,http://www.betaniachurch.com/,yes,"Bethany Romanian Church — 26347 Boerne Stage Rd, Boerne, TX 78006, USA"
Pastor Assist Ministries Inc,Christian / General,"24165 IH-10 W STE 217-631, SAN ANTONIO, TX 78257-1160",,,no,"no confident match (name similarity 0.38 < 0.5). top result: ""pastor assist ministries, tim honeycutt and dave asp"" — 24165 I-10, San Antonio, TX 78257, USA"
Prince Of Peace Community Church,,"13012 OAK TERRACE DR, LIVE OAK, TX 78233-2454",(210) 681-8330,http://www.princeofpeacecatholic.org/,yes,"Prince of Peace Catholic Church — 7893 Grissom Rd, San Antonio, TX 78251, USA"
Breakthrough Sa Church Inc,,"12403 NACOGDOCHES ROAD, SAN ANTONIO, TX 78217-2141",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Break Through Ministries"" — 2379 NE Interstate 410 Loop Ste 10, San Antonio, TX 78217, USA"
Northwest Calvary Chapel,,"9107 MARBACH RD STE 225, SAN ANTONIO, TX 78245-1833",(210) 549-7632,http://calvarynorthwest.com/,yes,"Calvary Chapel Northwest of San Antonio — 14605 Kallison Bend, San Antonio, TX 78254, USA"
Iglesia Pacto De Amor,,"810 TOEPPERWEIN RD, CONVERSE, TX 78109-2306",(210) 566-1555,http://www.mpdatx.org/,yes,"Iglesia / Ministerio Pacto De Amor — 413 Kitty Hawk Rd, Universal City, TX 78148, USA"
Rock Hills Church,,"807 ARTISAN WAY, SAN ANTONIO, TX 78260-4377",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Rockhills Church"" — 12475 Starcrest Dr #102, San Antonio, TX 78216, USA"
Genesis Hotwells Bible Baptist Church,Baptist,"301HOTWELLSBIVD, SAN ANTONIO, TX 78223-0000",(210) 534-3338,,yes,"Genesis Baptist Church — 301 Hot Wells Blvd, San Antonio, TX 78223, USA"
Louis Vivenzio Ministry,Christian / General,"18615 REDROCK WOODS, SAN ANTONIO, TX 78259-3311",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Revive Ministries San Antonio Church"" — 303 W Ramsey Rd, San Antonio, TX 78216, USA"
Mars Hill Christian Fellowship Church,Christian / General,"3435 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78220-2323",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Westside Fellowship Church"" — 321 N General McMullen Dr, San Antonio, TX 78237, USA"
Americans United For Separation Of Church And State,,"345 ARGYLE AVE, SAN ANTONIO, TX 78209-5608",,,no,"no confident match (wrong state). top result: ""Americans United Separation of Church and State"" — 1310 L St NW #200, Washington, DC 20005, USA"
Christ Fellowship Church Of San Antonio,Christian / General,"5440 VANCE JACKSON RD, SAN ANTONIO, TX 78230-4130",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""Christ Fellowship United Methodist Church"" — 10915 Shaenfield Rd, San Antonio, TX 78254, USA"
Churches Of Christ Restoration Inc,,"711 GILLESPIE ST, SAN ANTONIO, TX 78212-3702",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Restoration Church of San Antonio"" — 5800 N Loop 1604 E, San Antonio, TX 78247, USA"
Saved By Grace Gospel Church,,"1326 PLEASANTON RD, SAN ANTONIO, TX 78214-1943",(210) 927-7462,https://www.savedbygracechurch.com/,yes,"Saved By Grace Church — 1326 Pleasanton Rd, San Antonio, TX 78214, USA"
Memorial Christian Church A New Testament Church Of Christ,Church of Christ,"213 SEELING BLVD, SAN ANTONIO, TX 78228-5037",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""South Memorial Christian Church"" — 8411 S Flores St, San Antonio, TX 78221, USA"
Church Of Truth,,"3834 DEERFIELD DR, SAN ANTONIO, TX 78218-2414",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Fountain of Truth Church San Antonio"" — 15002 Tradesman Dr, San Antonio, TX 78249, USA"
Maranatha Bible Church,,"415 LULA MAE, SAN ANTONIO, TX 78219-3319",(210) 821-5683,http://www.maranathasa.org/,yes,"Maranatha Bible Church — 7855 TX-1604 Loop, Converse, TX 78109, USA"
Alamo City Bible Church,,"2800 NE LOOP 410 STE 111, SAN ANTONIO, TX 78218-1525",(210) 653-5137,https://alamocitybiblechurch.org/,yes,"Alamo City Bible Church — 2802 NE Interstate 410 Loop, San Antonio, TX 78218, USA"
Harmony Hills Baptist Church,Baptist,"6018 SNORKEL SQ, CONVERSE, TX 78109-4415",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Harvest Hill Baptist Church"" — 7619 Crestway Rd, San Antonio, TX 78239, USA"
Bethany Baptist Church,Baptist,"PO BOX 33758, SAN ANTONIO, TX 78265-3758",(210) 436-7296,http://www.bethanysanantonio.com/,yes,"Bethany Missionary Baptist Church — 153 Lawton St, San Antonio, TX 78237, USA"
Faith Lutheran Church Of San Antonio,Lutheran,"14819 JONES MALTSBERGER RD, SAN ANTONIO, TX 78247-3715",(210) 494-7800,https://flc-sa.org/,yes,"Faith Lutheran Church — 14819 Jones Maltsberger Rd, San Antonio, TX 78247, USA"
Moussa Temple No 106 Ancient Egyptian Arabic Order,,"PO BOX 202119, SAN ANTONIO, TX 78220-9119",,,no,"no Places results for: Moussa Temple No 106 Ancient Egyptian Arabic Order, SAN ANTONIO, TX"
The Oasis At Faith Worship Center San Antonio Inc,,"11502 BIG MESA DR, SAN ANTONIO, TX 78245-2257",,,no,"no confident match (name similarity 0.38 < 0.5). top result: ""Faith Worship Center Church"" — 11502 Big Mesa Dr, San Antonio, TX 78245, USA"
Believers United Christian Ministries Inc,Christian / General,"2226 E COMMERCE ST, SAN ANTONIO, TX 78203-1902",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Believers Christian Center"" — 1440 S WW White Rd, San Antonio, TX 78220, USA"
Life Synagogue Temple Of Truth Inc,Jewish,"5810 WAYVIEW ST, SAN ANTONIO, TX 78220-1925",,,yes,"Life Synagogue — 222 Ardmore St, San Antonio, TX 78237, USA"
H R Church Inc,,"1110 TEMPLE SQ, SAN ANTONIO, TX 78245-1430",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""NorthRock Church"" — 1278 N Loop 1604 E, San Antonio, TX 78232, USA"
Life Point Church Of San Antonio Inc,,"8098 FM 1560 N, SAN ANTONIO, TX 78254-9531",(210) 290-8800,https://www.lifepointsa.com/,yes,"Life Point Church — 8098 FM1560, San Antonio, TX 78254, USA"
Mission Church Of San Antonio,,"7700 TORINO DR, SAN ANTONIO, TX 78229-2329",(210) 845-1110,https://missionchurchsa.org/,yes,"Mission Church San Antonio — 2141 Northwest Loop 410, San Antonio, TX 78213, USA"
Reaching East African Lives For Christ Ministries,Christian / General,"6422 BANDERA RD 134, SAN ANTONIO, TX 78238-1511",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Africa Renewal Ministries"" — 16414 San Pedro Ave Ste 955, San Antonio, TX 78232, USA"
Iglesia Jesucristo Es Mi Refugio De San Antonio,,"6108 S FLORES ST, SAN ANTONIO, TX 78214-2159",(512) 947-4939,http://www.jemirsa.org/,yes,"Iglesia Jesucristo Es Mi Refugio — 6108 S Flores St, San Antonio, TX 78214, USA"
Life Family Church Of San Antonio Inc,,"9226 PROCLAMATION DR, SAN ANTONIO, TX 78240-2841",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Family Life International Minstries"" — 5814 Rittiman Plaza, San Antonio, TX 78218, USA"
Cross Community Fellowship Inc,Christian / General,"1415 E BLANCO RD STE 5, BOERNE, TX 78006-1886",(830) 331-9337,,yes,"Cross Community Fellowship — 8771 Dietz Elkhorn Rd, Boerne, TX 78015, USA"
Gruene United Methodist Church,Methodist,"2629 E COMMON ST, NEW BRAUNFELS, TX 78130-3168",(830) 625-7200,http://www.grueneumc.org/,yes,"Gruene United Methodist Church — 2629 E Common St, New Braunfels, TX 78130, USA"
North Central Christian Church,Christian / General,"22307 LAVACA CRK, SAN ANTONIO, TX 78258-4324",(210) 481-3083,,yes,"North Central Christian Church — 25751 Wilderness Oak, San Antonio, TX 78261, USA"
Kbc Ministries Inc,Christian / General,"PO BOX 593076, SAN ANTONIO, TX 78259-0203",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""KRBC Ministries"" — 700 W Hutchins Pl, San Antonio, TX 78221, USA"
Moment Of Truth Ministries,Christian / General,"1730 E COMMERCE ST, SAN ANTONIO, TX 78203-1102",(210) 212-6007,http://www.momentoftruthministries.org/,yes,"Moment of Truth Ministries — 1730 E Commerce St, San Antonio, TX 78203, USA"
Iglesia Cristiana Herederos Del Reino Inc,,"4922 CASA ORO ST, SAN ANTONIO, TX 78233-6427",(210) 650-4332,http://iglesiahdr.com/,yes,"Iglesia Cristiana Herederos del Reino — 500 Chipinque, San Antonio, TX 78237, USA"
New Braunfels Christian Ministries,Christian / General,"1239 W SAN ANTONIO ST, NEW BRAUNFELS, TX 78130-6301",(830) 632-5131,http://nbcm.org/,yes,"New Braunfels Christian Ministries - Volunteers in Medicine — 1239 W San Antonio St, New Braunfels, TX 78130, USA"
Lids Christian Center,Christian / General,"7923 MEADOW STAR, SAN ANTONIO, TX 78227-1655",(210) 923-2526,http://www.lccsanantonio.org/,yes,"LIDS Christian Center (La Iglesia del Señor) — 910 E Southcross, San Antonio, TX 78214, USA"
River Church Rgv Inc,,"453 N BUSINESS IH 35 APT 127, NEW BRAUNFELS, TX 78130-7883",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""River City Church"" — 2032 Central Plaza, New Braunfels, TX 78130, USA"
Gospel Life Church,,"1750 MCQUEENEY RD, NEW BRAUNFELS, TX 78130-4811",,https://www.gospellifenb.com/,yes,"Gospel Life Church — 1750 McQueeney Rd, New Braunfels, TX 78130, USA"
Christian Family Church Windsor Park,Christian / General,"PO BOX 143, SAN ANTONIO, TX 78291-0143",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""Christian Family Church San Antonio"" — 3607 N Loop 1604 E, San Antonio, TX 78247, USA"
Revelation International Ministries,Christian / General,"PO BOX 200072, SAN ANTONIO, TX 78220-0072",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""The Revelation San Antonio"" — 194 Daniels Rd, San Antonio, TX 78220, USA"
Apostolic Words Of Life Inc,Apostolic,"6603 FIVE PALMS DR, SAN ANTONIO, TX 78242-1001",(210) 670-2256,https://www.facebook.com/Words-of-Life-Worship-Center-861558973884396/,yes,"Words of Life Apostolic Church — 6603 Five Palms Dr, San Antonio, TX 78242, USA"
Justin Graves Ministries,Christian / General,"PO BOX 701312, SAN ANTONIO, TX 78270-1312",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""God's Messenger of Victorious People (GMOVP)"" — 581 Spencer Ln, San Antonio, TX 78201, USA"
Christ Our King Anglican Church,,"115 KINGS WAY, NEW BRAUNFELS, TX 78132-3940",(830) 620-8439,http://www.coknb.org/,yes,"Christ Our King Anglican Church — 115 Kings Way, New Braunfels, TX 78132, USA"
Alexander Wright Ministry Inc,Christian / General,"24711 CORRAL GABLES, SAN ANTONIO, TX 78261-2467",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Cornerstone Church"" — 18755 Stone Oak Pkwy, San Antonio, TX 78258, USA"
Walking In Pure Victory Ministry,Christian / General,"1021 N HAMILTON ST, SAN ANTONIO, TX 78207-1435",,,no,"no Places results for: Walking In Pure Victory Ministry, SAN ANTONIO, TX"
Believers Home Fellowship,Christian / General,"15002 OLD CREEK ST, SAN ANTONIO, TX 78217-1165",(210) 656-2000,http://bfsatx.org/,yes,"Believers Fellowship — 13714 Lookout Rd, San Antonio, TX 78233, USA"
Temple Of God Full Gospel Church,,"PO BOX 23361, SAN ANTONIO, TX 78223-0361",(210) 333-2044,https://templeofgodsanantonio.wordpress.com/,yes,"Temple of God Full Gospel — 1001 Hot Wells Blvd, San Antonio, TX 78223, USA"
Church At Faith Walk Fellowship,Christian / General,"18011 REDRIVER SKY, SAN ANTONIO, TX 78259-3580",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""FaithWalk Fellowship San Antonio"" — 18011 Redriver Sky, San Antonio, TX 78259, USA"
His Life Ministries,Christian / General,"12000 HUEBNER RD, SAN ANTONIO, TX 78230-1213",,http://hislifeministries.info/,yes,"His Life Ministries — 1307 Blanco Woods, San Antonio, TX 78248, USA"
Verse By Verse Ministry Of San Antonio,Christian / General,"2110 PARHAVEN DR, SAN ANTONIO, TX 78232-1654",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Messiah Bible Church"" — 551 E Nakoma Dr, San Antonio, TX 78216, USA"
Christian Family Church International Of San Diego,Christian / General,"10650 CULEBRA RD STE 104-PMB 109, SAN ANTONIO, TX 78251-4949",(210) 253-7021,https://www.christianfamilychurchsa.com/,yes,"Christian Family Church San Antonio — 3607 N Loop 1604 E, San Antonio, TX 78247, USA"
Clarion Call Christian Center,Christian / General,"17655 HENDERSON PASS APT 1025, SAN ANTONIO, TX 78232-1558",(210) 918-0905,https://theclarioncallcc-satx.com/,yes,"The Clarion Call Christian Center — 4825 Fredericksburg Rd bldg c, San Antonio, TX 78229, USA"
Lords House Christian Church Inc,Christian / General,"1250 S TRINITY ST, SAN ANTONIO, TX 78207-6144",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Lifehouse Church"" — 20825 Wilderness Oak, San Antonio, TX 78258, USA"
Templo Magdiel Full Gospel Church Inc,,"8023 SOMERSET RD, SAN ANTONIO, TX 78211-3845",(210) 921-9649,http://www.templomagdiel.org/,yes,"Templo Magdiel — 8023 Somerset Rd, San Antonio, TX 78211, USA"
Mighty Redeemer Ministries Inc,Christian / General,"13026 MAPLE PARK DR, SAN ANTONIO, TX 78249-4311",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Redeemer Community Church of San Antonio"" — 5538 Research Dr, San Antonio, TX 78240, USA"
Kathleen Whitten Ministries,Christian / General,"8610 N NEW BRAUNFELS AVE STE 605, SAN ANTONIO, TX 78217-6454",,,no,"no Places results for: Kathleen Whitten Ministries, SAN ANTONIO, TX"
