name,denomination,address,phone,website,matched,match_detail
Catholic Life Insurance - 10 Rhineland - Seymour,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 11 Frelsburg,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 15 Nada,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 16 Moulton-Flatonia,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 17 Castroville,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-18 Muenster,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 22 Hallettsville,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 26 Olfen,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 28 Wall,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 36 Scotland,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 38 Honey Creek,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 40 Rowena,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 42 Nc Houston,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance -45 La Coste- Devine,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-51 Victoria,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-54 Hereford,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 55 Port Lavaca,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 57 Panna Maria,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 58 Nw Houston,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 69 Gonzales,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 73 St Hedwig,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 74 Kosciusko,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-75 Harper,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 76 Floresville,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 80 Hondo,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-81 Wichita Falla,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-87 Greater Houston,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 88 Poth,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-91 Yorktown,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 97 Edna - Ganado,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 101 Nw San Antonio,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-104 George West,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 114 San Angelo,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 116 Stonewall,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 117 Nc San Antonio,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance-126 Baytown,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 131 Ballinger,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 150 Se Houston,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 155 Dallas,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 200 St Benedict,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 202 Pecan Valley,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Acts Missions Chapter Of Brownsville Diocese,,"7711 MADONNA, SAN ANTONIO, TX 78216-6620",(210) 756-5493,http://www.actsmissions.org/,yes,"ACTS Missions — 7711 Madonna Dr Suite 200, San Antonio, TX 78216, USA"
Westover Hills Assembly Of God Foundation,,"9340 WESTOVER HILLS BLVD, SAN ANTONIO, TX 78251-2703",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Westover Hills Church"" — 9340 Westover Hills Blvd, San Antonio, TX 78251, USA"
St John Paul Ii Catholic High School,Catholic,"6720 FM 482, NEW BRAUNFELS, TX 78132-4823",(830) 643-0802,http://www.johnpaul2chs.org/,yes,"John Paul II Catholic High School — 6720 FM482, New Braunfels, TX 78132, USA"
St Anthony Catholic School Foundation,Catholic,"205 W HUISACHE AVE, SAN ANTONIO, TX 78212-2909",(210) 732-8801,http://stanthonysa.org/,yes,"St. Anthony Catholic School — 205 W Huisache Ave, San Antonio, TX 78212, USA"
St Lukes Episcopal School Permanent Endowment Fund,Episcopal,"15 SAINT LUKES LN, SAN ANTONIO, TX 78209-4445",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""St. Luke's Episcopal School"" — 15 St Lukes Ln, San Antonio, TX 78209, USA"
Hindu Temple Of San Antonio Foundation,,"CO MKRCPA 4831 WESLEYAN ST, SAN ANTONIO, TX 78249-0000",(210) 695-9400,http://www.hindutemplesatx.org/,yes,"Hindu Temple of San Antonio — 18518 Bandera Rd, Helotes, TX 78023, USA"
The Romanian Orthodox Archdiocese In America And Canada,Orthodox,"1801 THORAIN BLVD, SAN ANTONIO, TX 78201-2935",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Saint John Cassian Romanian Orthodox"" — 1801 W Thorain Blvd, San Antonio, TX 78201, USA"
San Antonio Catholic Worker Community Housing Trust Of 1992,Catholic,"4711 DIETRICH ROAD BLDG 10, SAN ANTONIO, TX 78219-2873",,,no,"no confident match (name similarity 0.22 < 0.5). top result: ""Catholic Worker House"" — 4711 Dietrich Rd Bldg 10, San Antonio, TX 78219, USA"
Baptist Health Foundation Of San Antonio,Baptist,"755 E MULBERRY AVE STE 320, SAN ANTONIO, TX 78212-3129",(210) 735-9009,http://www.bhfsa.org/,yes,"Baptist Health Foundation of San Antonio — 755 E Mulberry Ave #320, San Antonio, TX 78212, USA"
St Pauls Episcopal Montessori School,Episcopal,"1018 E GRAYSON ST, SAN ANTONIO, TX 78208-1224",(210) 271-2861,http://www.stpaulsmontessori.org/,yes,"St. Paul's Episcopal Montessori School — 1018 E Grayson St, San Antonio, TX 78208, USA"
Winston Churchill High School Jrotc Booster Club,,"15606 HEIMER RD, SAN ANTONIO, TX 78232-4545",(210) 356-0000,http://churchill.neisd.net/,yes,"Churchill High School — 12049 Blanco Rd, San Antonio, TX 78216, USA"
Diocese Of Mid-America,,"11919 ORSINGER LN, SAN ANTONIO, TX 78230-1409",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Episcopal Diocese of West Texas"" — 111 Torcido Dr, San Antonio, TX 78209, USA"
Kids Of The Kingdom Episcopal School,Episcopal,"11093 BANDERA RD, SAN ANTONIO, TX 78250-6814",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Little Wonder Academy"" — 11093 Bandera Rd, San Antonio, TX 78250, USA"
Catholic Life Insurance - 121 Brazosport,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 85 Port Arthur,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Cemeteries Of The Archdiocese Of San Antonio,Catholic,"746 CASTROVILLE RD, SAN ANTONIO, TX 78237-3133",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Holy Cross Cemetery"" — 17501 Nacogdoches Rd, San Antonio, TX 78266, USA"
Catholic Life Insurance,Catholic,"PO BOX 659527, SAN ANTONIO, TX 78265-9527",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Archdiocese Of San Antonio,,"2718 W WOODLAWN AVE, SAN ANTONIO, TX 78228-5124",(210) 734-2620,https://archsa.org/,yes,"Archdiocese of San Antonio — 2718 W Woodlawn Ave, San Antonio, TX 78228, USA"
Catholic Charities Archdiocese Of San Antonio Inc,Catholic,"202 W FRENCH PL, SAN ANTONIO, TX 78212-5818",(210) 222-1294,https://ccaosa.org/,yes,"Catholic Charities Archdiocese of San Antonio — 202 W French Pl, San Antonio, TX 78212, USA"
Central Catholic High School,Catholic,"1403 N SAINT MARYS ST, SAN ANTONIO, TX 78215-1740",(210) 225-6794,http://www.cchs-satx.org/,yes,"Central Catholic High School - San Antonio — 1403 N St Mary's St, San Antonio, TX 78215, USA"
Diocese Of West Texas,,"111 TORCIDO DR, SAN ANTONIO, TX 78209-5642",(210) 824-5387,https://www.dwtx.org/,yes,"Episcopal Diocese of West Texas — 111 Torcido Dr, San Antonio, TX 78209, USA"
St Lukes Episcopal School Of San,Episcopal,"15 SAINT LUKES LN, SAN ANTONIO, TX 78209-4445",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""St. Luke's Episcopal School"" — 15 St Lukes Ln, San Antonio, TX 78209, USA"
Baptist Credit Union,Baptist,"5815 IH-10 WEST, SAN ANTONIO, TX 78201-2800",(210) 637-6146,https://baptistcu.org/locations/atm/baptist-credit-union-atm/,yes,"Baptist Credit Union — 8815 Village Dr, San Antonio, TX 78217, USA"
St Davids Episcopal School,Episcopal,"1300 WILTSHIRE AVE, SAN ANTONIO, TX 78209-6049",(210) 824-2481,http://saintdavidschool.net/,yes,"St. David's Episcopal School — 1300 Wiltshire Ave, San Antonio, TX 78209, USA"
Travis Park United Methodist Church Foundation Inc,Methodist,"230 E TRAVIS ST, SAN ANTONIO, TX 78205-1702",(210) 226-8341,https://www.travispark.org/,yes,"Travis Park United Methodist Church — 230 E Travis St, San Antonio, TX 78205, USA"
St George Episcopal Day School Inc,Episcopal,"6900 WEST AVE, SAN ANTONIO, TX 78213-1820",(210) 342-4263,http://www.saintgeorgeschool.org/,yes,"St. George Episcopal School — 6900 West Ave, San Antonio, TX 78213, USA"
St Thomas Episcopal Church & School,Episcopal,"1416 N LOOP 1604 E, SAN ANTONIO, TX 78232-1427",(210) 494-3507,https://www.tom1604.org/,yes,"St. Thomas Episcopal Church and School — 1416 N Loop 1604 E, San Antonio, TX 78232, USA"
Cross Lutheran School,Lutheran,"2171 E COMMON ST, NEW BRAUNFELS, TX 78130-3165",(830) 625-3969,http://www.crossnbtx.org/,yes,"Cross Lutheran School — 2171 E Common St, New Braunfels, TX 78130, USA"
The Guadalupe Baptist Theological Seminary,Baptist,"PO BOX 200104, SAN ANTONIO, TX 78220-0104",(210) 310-2827,,yes,"Guadalupe Baptist Theological — 4638 E Houston St, San Antonio, TX 78220, USA"
Alamo Heights United Methodist Church Foundation Inc,Methodist,"825 E BASSE RD, SAN ANTONIO, TX 78209-1832",(210) 826-3215,http://www.ahumc.org/,yes,"Alamo Heights United Methodist Church — 825 E Basse Rd, San Antonio, TX 78209, USA"
Shepherd Of The Hills Lutheran School,Lutheran,"6914 WURZBACH RD, SAN ANTONIO, TX 78240-3832",(210) 614-3742,http://shepherdlutheran.com/,yes,"Shepherd of the Hills Lutheran Church, School, & Child Care — 6914 Wurzbach Rd, San Antonio, TX 78240, USA"
Catholic Life Insurance - 47 Taylor,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Jefferson United Methodist Church Foundation Inc,Methodist,"423 S HAMILTON ST, SAN ANTONIO, TX 78207-4739",,,no,"no confident match (name similarity 0.44 < 0.5). top result: ""Jefferson United Methodist Church - Food Distribution Center"" — 758 Donaldson Ave, San Antonio, TX 78201, USA"
St Anthony Catholic School,Catholic,"205 W HUISACHE AVE, SAN ANTONIO, TX 78212-2909",(210) 732-8801,http://stanthonysa.org/,yes,"St. Anthony Catholic School — 205 W Huisache Ave, San Antonio, TX 78212, USA"
Mckinley Avenue United Methodist Church Foundation Inc,Methodist,"2926 S PRESA ST, SAN ANTONIO, TX 78210-3916",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""University Methodist Church"" — 5084 De Zavala Rd, San Antonio, TX 78249, USA"
St Joseph Catholic School,Catholic,"535 NEW LAREDO HWY, SAN ANTONIO, TX 78211-0000",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""St. Joseph’s Roman Catholic Chapel"" — 7815 Orland, San Antonio, TX 78213, USA"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 67 Sw San Antonio,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 50 Corn Hill,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Sunset Ridge Church Of Christ Foundation,Church of Christ,"95 BREES BLVD, SAN ANTONIO, TX 78209-4001",(210) 824-4568,https://www.sunsetridgechurch.org/,yes,"Sunset Ridge Church — 95 Brees Blvd, San Antonio, TX 78209, USA"
First Baptist Church Of San Antonio Foundation Inc,Baptist,"515 MCCULLOUGH, SAN ANTONIO, TX 78215-2105",(210) 226-0363,http://www.fbcsa.org/?utm_source=google&utm_medium=seacr&utm_campaign=local,yes,"First Baptist Church of San Antonio — 515 McCullough Ave, San Antonio, TX 78215, USA"
Castle Hills First Baptist School,Baptist,"2216 NW MILITARY HWY, SAN ANTONIO, TX 78213-1815",(210) 878-1000,https://castlehills.school/,yes,"The Christian School at Castle Hills — 2216 NW Military Hwy, Castle Hills, TX 78213, USA"
